label;text
sci_crypt;"From: pat@rwing.UUCP (Pat Myrto) Subject: Re: Hearing on 29 April 1993  In article <C62oJM.CJH@News.MR.Net tmplee@TIS.COM (Theodore M.P. Lee) writes: In article <tenneyC62HqH.6s1@netcom.com Glenn S. Tenney, tenney@netcom.com writes:  of interest.  I understand that on 29 April, Mr. Markey will be holding a  hearing on the questions raised in this letter.  There may also be a follow-on  hearing dedicated to the clipper chip, but that's not definite.  Glenn,  Thanks for posting that.  I was surprised to notice, however, that one question I might have expected to be asked was not:  ""Are all forms of strong encryption other than the Clipper to be made illegal?""  Speaking of which, is anyone aware of whether that question *has* been asked of any knowledgeable or official spokesperson for the government?  I have not yet seen it mentioned in any of a dozen places it might have been reported, but I could have easily missed it.  Please let us know if you get a solid answer to the question of legality of other strong cryptosystems.   So far any references I have seen have been weasel-words (""more plans in the future, etc""), but nothing that could be taken as a ""NO (strong crypto will NOT be outlawed)"".  I have heard (not verified) that the Crime Bill before Congress has language that either requires escrow of keys, or that will regard all systems 'unapproved' for public use, like strong cryptosystems not trivially broken by the Govt, or without escrowed keys which one cannot readily change (read: use being only permitted by folks with 'special' connections, or government agencies) as either 'terrorist tools' or 'drug dealers tools'.  Not outlawed SPECIFICALLY but by added Civil Forfeiture powers, and clever wording, EFFECTIVELY outlawed for all intents and purposes.  Now, for some idle speculation ... for those who don't care, hit 'n' now.  Crypto being EFFECTIVELY outlawed could be done without SPECIFICALLY outlawing ANY class of crypto systems.  For example, a crowbar, hammers, screwdrivers, and such can be regarded as 'burglar tools' pretty much at the whim of the authorities, based primarily on the individual possessing them in the car, etc. not being in a trade that makes routine use of these tools.  In a like manner, one who has no 'legitimate need' (gov't definition) for strong crypto software or systems, and is caught using them, might find themselves in possession of 'terrorist tools'. In other words, if one is not working for a corporation with extremely sensitive commercial data that warrants (in the Fed's opinion) strong security, or a government agency, and securing only work-related data, not personal data, one will most likely be nailed on this if discoverd. A personal desire for 'privacy' most certainly will not be regarded as a 'legitimate NEED':  ""Why do you want such strong security, especially from 'legitimate law enforcement'? An individual with 'legitimate' endeavors would not be so concerned - government is not in the business of revealing your personal secrets to the public... so you must be trying to conceal or planning to conceal some unlawful or criminal activity...  DO YOU HAVE SOMETHING TO HIDE, HMMMM?"" I expect that initially there will be some people selected either at random, or who happen to have been 'troublemakers' for the purposes of 'making an example' for those who think the Feds are not SERIOUS about this... (mega ':-('s)  One asking about a 'right' to privacy will probably get a response that there is no constitutional right for privacy spelled out AS SUCH (an argument used in the abortion debate):  ""You do NOT have a right to have security that 'Legitimate Law Enforcement cannot break'"" (as suggested in the Clipper Press Release).  This, in a nutshell, is what I find so extremely frightening.  Not only for crypto systems, as in this case, but for the precident it will set, laying the groundwork for future erosions of privacy (escrow of both safe-deposit box keys - 'master' keys or combinations for privately owned safes, and so on.  WHY NOT?)...  I cannot think of a better way to make an 'end-run' around those 'inconvenient' parts of the US Constitution.  A law cannot be easily declared unconstitutional, if it there IS NO SPECIFIC LAW.  It would simply be a minor extension of the RICO statutes or WoD policies. A simple policy decision, just like so many of the gun regulations are mainly BATF policy decisions...  The Conversation of the Fed agents would go something like:  ""We are gonna seize your home, your computers, your car, your bank account, (you don't have to undress and give us yer clothes, unless you have a floppy in yer pocket) because they are all connected with your acquisition, transport, and use of 'terrorist tools' and/or 'drug dealers tools' - part of the WoD or against terrorism, ya unnerstand... no decent American Subject would be against these noble causes..."".  ""Note we are not accusing YOU of any wrong-doing ... we are only saying your HOME, COMPUTERS, CAR, BANK ASSETS are connected with wrong-doing SOMEHOW - they housed, transported, and funded these 'terrorist tools'. Only a civil matter ...  <heh-heh ... We had this 'tip'...<grin"".  ""Therefore, the Constitutional Protection on Individual rights do NOT apply - we are 'arresting' the tainted PROPERTY... not YOU...<evil grin"".  ""If you wish to deposit a BOND, hire some attorneys, and go to court to PROVE the innocence of this property (that they are not 'terrorist tools' and again to prove they are not also 'drug dealers tools'), go ahead, we have no problem with that!  'Course, with your bank assets seized, no car, computer, or home, (probably no job, too) and your less-than-limitless resources, you might run into some minor practical difficulties <grin..."".  THAT is what has me going so damned ballistic...  It is EXACTLY how the logic goes when someone gives a 'tip' that your home has been used to store DRUGS...  Note no trace of drugs need to be found on the property... only some bozo who will say 'yup.  I stored stuff in that dude's house...' (probably to get out of a 10 year sentence for dealing).  Much more cost effective to let him walk, to bust another day, and hit the jackpot with YOUR assets...  Ob Disclaimer (of course)...  Ok, note that I am not a lawyer, and can only base these speculations on what I have read/heard/been told regarding past Civil Forfeiture cases, and how they are used to augment the budgets of assorted agencies, or to get 'cooperation' of folks who just want to be left alone, or who do not wish to be put in a risky situation (especially in areas where they are denied either meaningful police protection, AND the means to be able to even pretend to defend themselves, as is quite common back East, like NJ, MA, NYC, Wa DC, or out West in CA).  These people have the choice of cowering under the government boot, or cowering under threats of pissed off drug dealing gang-bangers... helpless in either case... All behind some dude who drops a dime on you for his gain, or behind the Feds wanting to 'make an example'...  Civil Forfeiture being the 'hook'.  Point is, are these speculations way out of line, or are they all too typical, and if so, does the extension to crypto and just about anything that the Feds regard as 'inconvenient' seem reasonable?  And if not why not (what are our guarantees, besides the government promises)?  NONE?  Ted Lee Trusted Information System, Inc.                        tmplee@tis.com PO Box 1718  Minnetonka, MN 55345  --  pat@rwing.uucp      [Without prejudice UCC 1-207]     (Pat Myrto) Seattle, WA          If all else fails, try:       ...!uunet!pilchuck!rwing!pat WISDOM: ""Only two things are infinite  the universe and human stupidity,          and I am not sure about the former.""              - Albert Einstien"
sci_crypt;"From: karl@genesis.MCS.COM (Karl Denninger) Subject: Re: Do we need the clipper for cheap security?  In article <9304201003.AA05465@pizzabox.demon.co.uk gtoal@gtoal.com (Graham Toal) writes: 	gtoal@gtoal.com (Graham Toal) writes: 	 	In the UK, it's impossible to get approval to attach any crypto device 	to the phone network.  (Anything that plugs in to our BT phone sockets 	must be approved - for some reason crypto devices just never are...) 	  	Whats the difference between a V.32bis modem and a V.32bis modem?  	I'm not being entirely silly here: what I'm pointing out is that the 	modems that they have already approved for data transmission will work 	just fine to transmit scrambled vocoded voice.  Absolutely.  I just meant that no secure *dedicated* crypto device has ever been given approval.  Guerrilla underground devices should be well possible with today's high-speed modems (not that I can think of many v32bis modems that are approved either mind you - just the overpriced Couriers)  Can someone tell me if hardware compression is or is not needed to run digital speech down 14.4K?  I think it is  I've heard it's not.  Lets say 8 bit samples.  Would *raw* data at the corresponding sampling rate be usable?  If not, how fancy does the compression need to be?  Reasonably fancy.  Standard ""voice"" circuits run at 56kbps inter-exchange in the US. Therefore, you need to achieve 4:1 to get standard voice quality.  If you're willing to give up some quality, you need only 2:1.  This is still acceptable from a speech standpoint  it will be a little less faithful to the original, but certainly intelligable.  That's all you really need for this application.  -- Karl Denninger (karl@genesis.MCS.COM) 	| You can never please everyone except Data Line: [+1 312 248-0900]		| by bankrupting yourself.          	   LIVE Internet in Chicago  an MCSNET first!"
sci_crypt;From: jgk@osc.COM (Joe Keane) Subject: Re: Hard drive security for FBI targets  In article <1993Apr2.050451.7866@ucsu.Colorado.EDU cuffell@spot.Colorado.EDU (Tim Cuffel) writes: How about this.  I create a bunch of sets of random data, and encrypt it.  I  keep only one of the sets of random data around, to show that I encypt random data for kicks.  The rest, I delete with their keys.  I tell all my friends. I think this establishes reasonable doubt about the contents of any encrypted files, and my ability to provides keys.  Since anyone could do this, any law that forces a user to provide keys on demand is worthless.  The law is much worse than worthless.  It gives police the power to put innocent people in jail because they (the police) find something they don't understand.  Most police don't know what the return key does, never mind the difference between a core file and classified military secrets.  There are plenty of scenarios where the user would have no idea what something is either.  It could be uninitialized junk.  The burden of proof is on the user to show that it's something a normal upstanding citizen should have.  No one should ever be put in that situation, especially in America.  What's disgusting about this is how easily most people go along with it, to provide a bargaining chip against some hypothetical *alleged* child molester or drug dealer, or whatever bad thing is in style at the time.  Basically most people don't have a clear distinction between criminals and suspects.  As an analogy, it's like they find a loose screw in your house, and they insist that you're building a bomb or machine gun.  They ask you where it came from (like you'd know), and ask you to prove your claim.  When you explain it in such simple terms, people may start to get the idea.  As a matter of fact, i do keep random files on my disk.  The reason is, without special-purpose hardware, it takes a long time to generate good random bits.  I have programs that crank out a couple bits per minute, which is pretty conservative, but over time that's more than i need.  If you think about it, there's no point in actually encrypting random data, because it just gives you different random data.  If you want some data to look like an encrypted file, you just put an appropriate header on it.  If enough people do this, some of them will be put in jail.  When you get arrested and the police ask for your keys, you can tell them it's just random junk, although of course they won't believe you.  While you're sitting in jail, you can take consolation in the fact that the government will burn a few CPU-years trying to find something that's not there.  -- Joe Keane, amateur cryptologist jgk@osc.com (uunet!amdcad!osc!jgk)
sci_crypt;"From: gtoal@gtoal.com (Graham Toal) Subject: Re: Secret algorithm [Re: Clipper Chip and crypto key-escrow]  ] gtoal@news.ibmpcug.co.uk (Graham Toal) writes: ]  Try reading between the lines David - there are *strong* hints in there  ]  that they're angling for NREN next,  ] Where?  I honestly didn't see any...  Hint 1:  : Sophisticated encryption technology has been used for years to : protect electronic funds transfer.  It is now being used to : protect electronic mail and computer files.  While encryption     Hint 2:  : This new technology will help companies protect proprietary : information, protect the privacy of personal phone conversations : and prevent unauthorized release of data transmitted                                        : electronically.  At the same time this technology preserves the     :      --   the privacy of our citizens, including the need to :           employ voice or data encryption for business purposes                            :      --   the ability of authorized officials to access telephone :           calls and data, under proper court or other legal                    :           order, when necessary to protect our citizens   VERY BIG HINT 3:  # The Administration is committed to working with the private # sector to spur the development of a National Information # Infrastructure which will use new telecommunications and computer # technologies to give Americans unprecedented access to # information.  This infrastructure of high-speed networks # (""information superhighways"") will transmit video, images, HDTV # programming, and huge data files as easily as today's telephone # system transmits voice.  VERY BIG HINT 4: (See above)  ## Since encryption technology will play an increasingly important ## role in that infrastructure, the Federal Government must act ## quickly to develop consistent, comprehensive policies regarding ## its use.  ]  and the only conceivable meaning of  ]  applying this particular technology to a computer network is that they  ]  intend it to be used in exclusion to any other means of encryption.   ] I disagree, if for no other reason than that there are already other  ] standards in place.  Besides, even if they restrict encryption on the NREN,  ] who cares?  Most of the Internet is commercial anyway.  The NREN is only for  ] geovernment and university research (read the proposals--it's a ""data  ] superhighway"" for Cray users, not anything having to do with the Internet).  Oh, I see your point.  I think you're wrong.  But if you sit back and wait to find out if I'm right, it'll be too late.  Just listen *very* carefully for the first 'such and such will not be permitted on network XYZ' shoe to drop.  G"
sci_crypt;From: oz@ursa.sis.yorku.ca (Ozan S. Yigit) Subject: Re: List of large integer arithmetic packages  Mark Riordan writes:  	[a list of large-integer arithmetic packages elided]  I thought I would note that except Lenstra's packages, none of the large-integer packages are in the public domain. As an alternative, a straightforward *PD* implementation of Knuth's algorithms may be found as a part of Uof Arizona's ICON distribution.  oz --- With diligence, it is possible to make | electric: oz@sis.yorku.ca anything run slowly.        --Tom Duff | ph:[416] 736 2100 x 33976
sci_crypt;"From: jhan@debra.dgbt.doc.ca (Jerry Han) Subject: Re: Overreacting (was Re: Once tapped, your code is no good any more)  In article <RENS.93Apr22153654@stimpys.imsi.com rens@imsi.com (Rens Troost) writes:      In this giant bally-ho over this Clipper chip I noticed a rather    disturbing trend in some of the E-mail and posts I've tossing back and    forth.    Me too. A tendency on the part of some people to hide their head in the sand.  I never advocated ""hiding in the sand.""  I'm advocating a peaceful solution while a peaceful solution is possible.  Unless you want blood on your hands.  How many people do you want jailed for their convictions, for their insistence on real privacy? Why sit by quietly while the preconditions for a real civil war are put in place by a short-sighted government.  Read the above.     Everybody is jumping up and down and screaming about it, and I'm worried    that people are going to reach for their hammers and rifles before their pens    and paper.    The terminal is mightier than the pen :)  I type corrected.  (:-)  Really? I guess you mean the U.S. revolution. How about England, India, Mexico, France, Holland....  English revolution- what revolution?  They never had one.   India- If they could get around their religion restrictions Mexico- Point Taken, I forgot about this one.   France- Napoleon Bonepart would have something to say about this. Holland- I didn't know they had one, won't comment because I don't know enough.     That's not very good odds.    You are misinformed. But this whole issue is off the topic.  Actually, I consider the issue on topic.  When you start gambling with fire crackers, sooner or later, somebody is going to lose a hand.  When the cops kick in your door for using PGP, tell them that. All we're doing here is exercising our (so-called, rapidly narrowing) right to free speech.   Fine.  Exercise the right to free speech.  That's great!  But don't resort to armed violence until there's no other possibility.  Perhaps you should talk to the government about that. Or are you a disciple of David ""The cops are our FRIENDS"" Sternlight?  No.  I believe there are bad cops, and good cops.  There are bad people, and good people.  (And all that grey inbetween.)    I have had the pleasure of knowing a police officer who did his best to uphold the laws he swore to defend.  I have also seen what happens when police power is abused.  Don't generalize in either direction.  It just causes problems.  The implied threat of the illegalization of private crypto, the not-so-subtle subtext of the clipper announcement, is what worries me. I don't want my children growing up in a police state.  Me either.  Nice can of worms, ain't it?  --  Jerry Han-CRC-DOC-Div. of Behavioural Research-""jhan@debra.dgbt.doc.ca"" ///////////// These are my opinions, and my opinions only. \\\\\\\\\\\\\ \\\\\\\\\ A proud and frozen member of the Mighty Warriors Band ////////   ""Memories of those I've left behind, still ringing in my ears.""-Genesis-"
sci_crypt;"From: bontchev@fbihh.informatik.uni-hamburg.de (Vesselin Bontchev) Subject: Re: Clipper considered harmful  brad@optilink.COM (Brad Yearwood) writes:   Criminals who very badly want inscrutable tactical communications (specificall  the terrorists and drug dealers who proponents of key escrow cite as threats)  will be highly motivated to steal the cipher phone of a legitimate user, and  to kill this person or hold them hostage so discovery of compromise of the  device will be delayed.  Why doing it in such a rough manner? It is much more professional to steal the chip from the phone and even to replace it with a pin-compatible do-nothing chip that does not encrypt at all. Chances are that the victim will not notice anything, especially if it is done professionally.   Once a suitable collection of devices is stolen, criminals can communicate  with impunity (assuming the cipher system carries no trapdoors apart from  key escrow) until and unless the compromise is discovered by some other means.  No, because the Feds will still be able to decrypt the conversations. True, they'll blame the wrong guys, but nevertheless one cannot say something like ""The drugs arrive tommorrow on the ship 'Terminus'"" when the Feds are listening, even if they cannot identify who the speaker is.  No, the criminals will just use some secure encryption. The new proposal does not stop criminals  it ensures that the government will be able to wiretap the average citizen and stops the casual snooper. To me, it also clearly looks as a step towards outlawing any other strong encryption devices.  Regards, Vesselin --  Vesselin Vladimirov Bontchev          Virus Test Center, University of Hamburg Tel.:+49-40-54715-224, Fax: +49-40-54715-226      Fachbereich Informatik - AGN < PGP 2.2 public key available on request.  Vogt-Koelln-Strasse 30, rm. 107 C e-mail: bontchev@fbihh.informatik.uni-hamburg.de    D-2000 Hamburg 54, Germany"
sci_crypt;From: jfc@athena.mit.edu (John F Carr) Subject: Re: Screw the people, crypto is for hard-core hackers & spooks only  In article <19930419.155204.305@almaden.ibm.com 	ameline@vnet.IBM.COM (Ian Ameline) writes:    I also believe that someone will reverse engineer the clipper chip, and knowlege of the algorithm will likely be fairly widespread.  The chip and algorithm are classified.  If you reverse engineer it and tell people, you are likely to go to jail.  Perhaps some foreign governments or corporations could help us out by cracking the system outside the USA.  The US government could probably stop importation of clone hardware, but a software implementation should be practical.  --     John Carr (jfc@athena.mit.edu)
sci_crypt;From: steve-b@access.digex.com (Steve Brinich) Subject: Re: Overreacting (was Re: Once tapped, your code is no good any more)    Somebody asked me what was wrong about overreacting in cases such as this.     The reason is very simple:  How many people do you want to die in a riot?  In a new Civil War?    Not me -- which is precisely why the government must be cut off at the knees when it pulls stunts like this, lest the situation worsen to the point where extreme measures are required.
sci_crypt;"From: grady@netcom.com (1016/2EF221) Subject: Re: The [secret] source of that announcement  Andrew Molitor (amolitor@nmsu.edu) wrote: :  : 	1) Monitor my phonecalls. : 	2) Monitor usenet. : 	3) Provide only cryptosystems they can easily crack. : 	4) etc etc. :  : 	This is not to say that they *don't*, they might. But you don't : know that they do, and you have no evidence that they do, for almost : all values of you. It follows, therefore, that for most values of 'you', : your claims about the NSA border on paranoia. :  : 	Andrew  Now I wouldn't be the one to claim that you are injecting some disinformation into the net, Andrew, but 'paranoia' refers to unwarranted or excessive suspicions or fear, not those that have reasonable roots.  Let's start with looking at the professionals, the NSA itself. Its birth was by secret executive order by Harry S Truman in 1952.  Until even 1976 not even one word of this executive order chartering the NSA was sealed.  Paranoia, right?  On the outside of the NSA complex is a ten foot Cyclone fence with multiple rows of barbed wire, with high voltage, complete with signs prohibiting even making sketches under penalty of the Internal Security Act.  The area is completely scanned by closed circuit television.  More paranoia.  These are professionals,  Maybe they know something we don't, eh?  Do you think it would have helped Admiral Yamamoto if the Japanese had been a little more 'paranoid' of their purple cipher?  Or maybe the Germans should have been a little more 'paranoid' about their Engima with respect to Turing and the British.  How about the cracking of the Zimmerman telegram?  Would a little more paranoia have helped the Germans here?  Maybe the NSA should have been a little more 'paranoid' about Emma Woikin, or Joseph Sidney Petersen, Jr., or  ...  Maybe you want to talk about Macmillan publishers cooperation with the CIA and NSA to suppress Yardley's Japanese Diplomatic Secrets or even Kahn's The Codebreakers.. paranoia, right?  The most popular cipher systems in captured soviet spies was the one-time pad, even with the necessity of keeping incriminating evidence about, is known to be the only proven unbreakable system. Soviet paranoia, right?  And what do you think the NSA does with its Wullenwebers?  And  huge Rhombics pointed embassy row?  And their sites near satellite uplink and downlink sites?  Duh.  When I worked in a classified MITRE communications lab at one time even with a ""secret"" clearance I had to be escorted to the toilet and the entire site was built INTO a Mosler-type vault with *very* thick bomb-proof door.  MITRE paranoia?  I could cite probably a hundred more facts which all support, as best hypothesis, the notion that the NSA is grabbing as much as it can, as fast as it can.  One would be a fool to ignore the pattern of facts and conclude that they were random...  And we know the government is violent -- even against children as recent events prove.  Judge William Sessions is a disgrace but a solemn warning to those who ignore the web of evidence that our government institutions have in their contempt for our civil rights.  And of course we have to err somewhat on the excessive side of caution because that does much less harm than erring on the reckless side. As member of the crew of the USS Liberty might aver.  I might suggest, Andrew, that you read Kahn's Codebreakers and Bamford's Puzzle Palace and come back with some more facts to support your sheepish acquiescence to authority.   --  grady@netcom.com  2EF221 / 15 E2 AD D3 D1 C6 F3 FC  58 AC F7 3D 4F 01 1E 2F"
